names,stars,dates,reviews
Asoka Ashoka,5,2021-10-24,"Thank you for this lovely app it consists of new technology like soil testing, crop advisory and crop practice.they launched new drone service that I impressed alot."
Swethana S,5,2021-10-20,"Smart.. Well advanced features , soil testing, Drone service crop care ,helpful for needies , saves a lots of times..👍🏻"
PK Yadav,5,2022-03-10,This app is a very good help full for farmers
Madhava Reddy,5,2020-06-01,"The app is so good ,it explains all things to farmers and I am very satisfaction with agricultural experts through chat. But I have one problem,that is when I am searching the product ,after reading matter. When we came back, it refreshes again and agian I have to search the product."
Radha shankar Surya Majeti,5,2022-02-23,Good and informative to farmers.
Teny Fernandez,1,2020-08-18,I enquired the status of my order with tracking id on their whatsapp. Whatsapp Customer care number not responding. They read the message but doesn't respond. I would have purchased a lot of products through this app since it had customer friendly interface. But the customer care is pathetic. I would like to cancel my order so that i can arrange from some other source. Thank you.
Sai shankar,2,2020-07-12,I just pressed a button EXPLORE them after the products price tags changed to USD. I am unable to bring it back to INR even after repress of EXPLORE button. I don't know what went wrong. So unable to place order and logged out. Unable retrieve to earlier INR version. Help me to restore or guide me how to overcome the issue
Faris Faaz,5,2020-08-31,"This app has the detailed description of the product, why and how to and by how much to be used. Also I was able to make purchases with ease. Please maintain the past order history. That would help farmers track their earlier orders and adjust next purchases"
MUTHUKUMAR MURUGAN,3,2022-01-27,Many products are fake don't waste your money on purchase in this app
ajay hiremath,1,2022-01-11,Not found any good seeds for farming only found unwaste offers
Hemanth Gowda.s,1,2022-02-24,Not able to login
Shahnawaz Saiyad,1,2021-10-28,"I am open my agri farm and click my crop then suddenly app closed,.. and I am purchasing crop map but no updates for maping.. so plz slove this problem"
Manjula S,5,2021-10-24,"Smart and digital work , good initiative keep going..👍"
Dilip A,5,2020-04-10,"This app has the detailed description of the product , why and how to and by how much to be used. Also I was able to make purchases with ease. Please maintain the past order history. That would help farmers track their earlier orders and adjust next purchases"
Arjun eluri,2,2020-07-26,"I have ordered one product in this app before one month, still status of the product is pending... Even I tried to chat with them so many everytime they'll ask for Oder id and they won't respond back...team please make sure whether you're going to deliver it to the address or not if you can't deliver the product...you have the option to cancel it..if you do that we can try in someother source"
Vanga Prasad,1,2022-01-11,"Not showing any market from ""Telangana"" no good this app...😏"
Mahesh Km,1,2022-03-11,"No use,not showing banglore market price for carrot also then what is use of this app"
Hasanur Sekh,5,2022-01-07,100% granted very nice apps
Bhagyashri Pawar,1,2019-09-24,The interface of the app should be eye catchy..right now it's not looking good..the functionality that you guys have implemented is good going but as per UI and also UX it's not looking good
vishal chib,1,2021-04-30,Asking to register but only accepting India no. I am living aboard and don't have access to my India contact no.?? My suggestion: when you are publishing your app on Intl platform then atleast give option for registering by mail or any country's telephone no. Don't bind to India only.
Indrajit Patil,1,2021-10-02,update new version app are not start and all prizes for material are very high new app to old app material
Jaganathan V,4,2022-02-23,"good one, but we r at the initial stage."
BENARD MUSYOKI,5,2022-03-16,The best app ever...keep informing farmers on this important venture
Sudhansu Suna,1,2020-03-19,App very slow and crashes multiple times. Navigation is not good. Kindly make necessary correction. Thanks.
Raj Singh,5,2020-04-26,"This app has the detailed description of the product , why and how to and by how much to be used . Also I was able to make purchases withease . Please maintain the past order history . That would help farmers track their earlier orders and adjust next purchases"
Ganapathi Hegde,1,2021-07-06,"App does not send OTP. I registered, but never got OTP. If I try to re-register, it says already registered. I don't see any option like ""forgot password'."
Viraj Kanu,5,2020-04-24,I usually use this app to get information about my crops. With expert I can get good information. So many other features like current market of different crops and many more.
Ramu Naydu,5,2020-04-17,"It is very beneficial to use and it can be cultivated with the help of many crops. In today's time, the use of Agri app is fallible to every farmer and many people are also happy to use this app.🎑"
BOADI JOSEPH,1,2021-08-01,OTP does not send. I can't login because I do not receive the verification code. And each time I try to re - register they keep telling me the number has been taken already.
Hitesh Goswami,5,2021-07-31,It's a nice app with amazing features like crope calendars package of practice also we can chat with experts wherever we stuck I think it's a best and most helpful app.
manu minhas,5,2020-08-31,"This app is really helpful for farmers It provides complete information about crop production, crop protection, smart farming and etc.. It really helps me. And I think it's really helpful for you too"
Damshid Kk,5,2020-08-31,It is a fantastic and awesome application. It gives the informations about crops and agriculture. It more useful for farmers and other related peoples. I like this application very much
rupinder singhkanwar,1,2020-09-26,"Order products and no courier details shared. Waiting for products to be delivered. No one is picking calls, called lot of times, very poor response."
Aashta Das,4,2020-04-25,"Nice app , have most of the information a farmer is looking for in majority. but i feel still few more sections could be added which can benefit a farmer in broader horizon."
Faizal Muhammad,5,2020-09-02,Really good application . Highly recommended. Here we can get everything about farming . Shortly agriapp is a cage of tricks and tips of smart farming.
Priya Bharti,5,2020-04-16,Best ag tech solution application in the playstore. I am happy and satisfied with their service. The application is useful and convenient to use.... thanks....
Gyan Bhai,5,2020-04-15,It's one of the best app for all farmers.. They will help you to buy solutions for best crop production. And you get these products at discounted prices from online...
Sonu Kumar,5,2020-04-10,I mostly happy and also impressed from this excellent application who provide us all over the best solutions to realeted of agriculture problems thus it is very very useful and also helpful application for the formers thanks a lot of 🤷‍♂🤷‍♂🤷‍♂🙏
Jash Kumar,5,2020-04-22,Wow wow one of the best app for all.. All the features are very good and easy to use for all.. So must download this app and get all information about agriculture easily..
SINAN,5,2021-07-07,"The app is so good ,it explains all things to farmers and I am very satisfied with agricultural experts through chat. This is probably the best app in India to learn about agriculture. Very helpful. Highly reccomend it to everyone."
Roma dutta,5,2020-04-07,Best ag tech solution app in the playstore. I am happy and satisfied with their service. The app is useful and convenient to use.
Maya Ram,5,2020-04-26,Also I was able to make purchases withease . Please maintain the past order history . That would help farmers track their earlier orders and adjust next purchases
Sona Sophia,5,2020-04-12,Wow really such a great application for all Android mobiles..They will help you to buy solutions for best crop production. And you get these products at discounted prices from online ..
Tannu Rani,5,2020-04-16,"Superb application for technical information of agro, I have used this application, I think it is very important for all of us. I will recommend it to others..... thanks....."
Dr. Rachna Gupta,5,2020-04-18,"Very good application for technical information of agro, I have used this application, I think it is very important for all of us. Recommended from my side."
Vicky Kaushal,5,2020-04-07,"AGRI APP Very good application on agricultural, anybody can read and practice cultivation of crops,and also know different types of cultivars. Great app for all must download and use it at once."
Midlaj Mijju,5,2020-09-01,It is very beneficial to use and it can be cultivated with the help of many crops.in today's time the use of agri app is fallible to every farmer and many people are also happy to use this app.
Chaman Sanku,5,2020-04-22,Wows! Really what helpful and also amazing application are available here in the agriculture who provides us all over the best solutions to releted of agriculture's problems thus everyone like and also love this awesome application very much thanks a lot of 🙏🙏🙋‍♂🙋‍♂🤷‍♂🤷‍♂
Nitish Thakur,5,2021-11-05,Love this app.।।। Good service and best quality products. 🤘
Bishalkanta Swain,5,2020-07-11,There is many information about different types of crops grown in India and there is doubt clearing sessions with experts and they respond quickly and also other availability like digital agricultural market and crop season according to ur area that's why I give it 5 star and also it is best agriculture app I ever use.
Vinod Kumar,5,2020-04-22,"Very good application for technical information of agro, I have used this application, I think it is very important for all of us. Recommended from my side."
Sunny Leone,5,2020-04-26,One of the best very good professional farming application. Really a great application ever. So amazing application. I want to recomanded everyone must download this application...
Pramod Sethi,5,2020-04-16,I mentioned it one of the best app.because it helps us to develop our agricultural business.you can see here agricultural video.packages of vegetables.and also know which medicine is suitable for vegetables in agricultural land.it is a very useful app.
Mb,4,2019-07-23,I brows this app mostly for latest agri news.. initially it was a big disappointment. Good news is now you have improved it greatly. Thanks a lot.
Jaijy David,5,2021-07-01,"This application is one of the best agriculture app in India. I have been using this for awhile now and have no complaints about this amazing application. Knowledge about new crops, soil protection, cattles, pashu kharid bikri, tractor is amazing."
Thejakumar Kaleyanda,5,2021-10-12,Enhanced features available
Ajjay Gamerz YT,5,2022-01-24,Helpfull To all farmers in organic farming
Bhavani sivanagaraju Kurra,5,2022-02-21,Best respond delivery issue
VRAMANA M,1,2022-01-24,In this app in market price there is no option of Telangana
Joshua Berty,5,2021-07-06,Great one. Its a most useful application for farmers. It provides a detailed information amd tips and ideas regarding farming.
sheik sonu,5,2020-06-29,"It's an useful app for Farmer,A to Z details is mentioned about all crop's....nd only one disadvantage is chat with expert is slow,if they slove this problem this app is one of the best app for Farmer life...."
Kenneth Sharma,1,2021-06-09,not good for us. I live in Bhutan and not able to access. Only Indian number is applicable. And in Chat box it says within 10 minute respond. But waited long no respond.
Anu Rag,5,2020-08-31,"Very good app,if we can download the package of practice in pdf like the previous version, it will be helpful to view on office"
Kadambini Kumari,5,2020-04-22,One of the best my favorite farming tips provided Application. I am really satisfied with using this application. No problem.
Kavaragiri Pravallika,5,2021-10-08,Useful app and good advisors and heplful and good communication
Divini Willie,1,2021-10-05,I am very interested in this app please send more apps on agricultural thank you
Dr Lokesh Singh,5,2021-11-12,"Good, but some crop are left"
Heena Kouser,5,2021-12-03,"Good app,very much useful regarding information"
Amol Jawale,1,2021-10-09,Very bad app my 5 order has cancelled without any response me
anand thirth,5,2021-10-20,Good app for agriculture products
Shoni Rani,5,2020-04-17,Agriapp for ag tech solutions is an amazing application for me. I am happy with their service. The application is fats and easy to use....thx......
Munasi Padhan,4,2020-04-25,"It is very simple and beneficial to use it . At any time, I would use it and get tips and information about my farming."
Pratik Pradhan,5,2020-04-24,I am very happy to use this application when i am facing any issues about Agricluture this app solve any typee of problems very fast and easy so that's why i am giving them this ratings.
Jintu Choudhury,1,2020-07-07,"There is no Assamese Language, it say more than 11 languages, Assamese beimg a major language in India, it should have been there."
Akash C4kf,5,2021-06-16,"This is a very good app, especially for those youths who are unemployed, I get a lot of help, I give relief to my father about new technology."
Paresh Barad,4,2018-11-06,Application very useful for us. Thanks for making such useful and knowledge sharing app. One thing is very irritating that ads are displayed anytime when watching vedieos. Ads should displayed before or after playing the vedieos.
Parmar Maulik,4,2021-12-28,App is quite good and user-friendly but still needs some improvement like have to go back to question page everytime and had to start fresh which makes it tedious.
Vikalpraj Prasad,5,2021-07-19,Very nice application. I've seen something new like this for the first time. It also provides information about farming and all the rules and regulations related to it. There is a collection of many more information. I think this is the first time I have seen something new like this. Administartion provides update regularly that is a very good think.
Rizawan Ghanchi,5,2020-11-05,"New version is easy to navigate, search and find content. Market rate part is very well developed. Graph with previous data will be very useful for farmers. Kudos to team Agrimedia."
Sree Lakshmi M,5,2021-07-17,"It is available in three language English, Hindi, and Gujarati. Easy to use and useful for all. It is an excellent application. Make useful."
Vivek Gopani,5,2021-07-14,"It's a very good app, available in 3 languages, Gujarati,hindi and English. So everyone can take advantage of app and gain knowledge about the agriculture sector.. Excellent.."
KD CHARAN,5,2021-07-19,"It's a very good app. available in 3 language. Hindi , Gujarati and English. It's best for farmers for modern farming. so everyone can use app."
MANISH PARMAR,2,2018-12-01,First wrost thing I faced that advertisement repeatition in every video again and again make it unuseful and second one is that Whatever information you are providing through video pls provide basic details . don't provide the information roughly.
Mayur Italiya,5,2021-07-20,App created with nice functionality and vision:- Features are easy to use and useful for every person associated with specific areas. Useful App :)
prashant jadav,5,2021-08-06,Best app ever ! never seen this kind of informative videos in others. it's very useful for our farmers to better farming .
KISHAN JANI,5,2021-07-19,One of the great apps in agriculture field . Easy to use for everyone. Best app for any agriculture related knowledge . l like it very much.
ahmed abbas,1,2020-12-21,I downloaded this app and after opening when clicking on videos it showed blank white screen. It did not show video.
Ronak Rafaliya,5,2021-07-19,This app is very useful for the village people and and also main advantage is that this is available in three different languages Gujarati hindi and also English.
vipul rawal,5,2021-07-28,Its very good application. Easy to handle and helpful for farmar. Many type of information available in this application.
A Google user,5,2018-09-17,Finally I got video app for agriculture. This app have high quality and local language video. Nice work.
Rohit Palas,5,2020-12-03,Nice app.. Everything is good and content is much informative. Anyone can use easily.
Naresh Bishnoi,5,2021-07-29,"It will be very helpful for the farmers, if there is any problem of farmers, then it will be solved through this app, it is a very good app for agriculture department."
Bhudar Jakasaniya,4,2021-10-06,All articles are well and good informative.
A Google user,5,2019-01-10,all the thing would you find very difficult is get in only one app. very useful to the farmers
Sanjay Rathod,5,2019-05-14,great application. each farmer and agri professionals must have this application. great job done by the developer. I wish I can give more than 5 star
Mahipriya O,5,2021-07-19,It is very informative and use ful application. Easy to use and available in 3 languages
Hiren Patel,5,2019-05-27,"It is very helpful to farmers by providing relevant information to them quickly. With click of a button, they can get the information on plant protection, IPM Practices etc. With Unique features like to be the ultimate an unending stream of real service of India’s farmers."
Jaydipsinh Rathod,5,2021-08-10,Very useful and best app for any problem related to agriculture. Give accurate solutions instantly.
Mausam Patel,5,2021-07-17,Excellent app and very Useful to farmers direct for best knowledge through video and audio for all agriculture related activities.
Harshal Parekh,5,2019-06-14,Agrimedia Really working hard for the farmers. thanks for aware new technics. it's help a lot. thanks once again.
Janvi DIHORA,5,2021-07-17,Technology can solve most difficulties of farmers. This application is very useful and informative for them.
Darshana Patel,5,2021-07-17,This is good app as I can lean more about farming and even this app helps farmers to do more better farming. This app is really very good 👌
seenu mohan,5,2020-10-15,Seeing is believing! Videos are the simplest and most effective tools of communication
Chaudhari Meghna,5,2021-07-16,It's a very good app. Available many languages so easy to understand.
Mayur Ghadiya,5,2021-07-19,It contain basic to advance level of content in easy way so its understandable to farmer.
AAZAD Patel,5,2021-07-28,"Very helpful and also can increase knowledge about horticulture , natural farming , animal husbandry , rural development etc."
Yashvant Navadiya,5,2021-07-19,It's a good app for agricultural things and people can learn so many things with the help of this application.
Mbgohil Ajay,5,2021-08-12,"Great job agri media family by this app information easily available for everyone , and be helpful in daily life. Keep it up, Have a nice day, thank you"
Dharati Acharya,5,2020-12-21,Really its too much helping and it contains too good informations for farmers as well as students like us
Sachin Kumar,1,2019-06-05,"very bad app. even after updating, it keeps saying you cant use because update is required"
Rising star,4,2021-07-11,"Knowledgeable and helpful app for farmers,to know about there agriculture,super!,give you best e-book name suggestions to be healthy and fit for rural areas farmers"
Chaudhary Naresh,5,2021-07-22,"this app is very useful for farmers and students than agriculture. available in 3 languages. hindi, gujarati and english"
vipul gadhiya,5,2020-11-30,"Really very useful and informative app for Farmers, Students, Researcher, Extension worker and Scientist."
JAYESH MALI,5,2021-07-17,totally love this app and its layout is very easy to use great work👍
Manav md,5,2021-07-17,Very informative and useful for students and farmers.
suresh dabhi,5,2020-11-06,Very useful and exellent app for farmers and provide useful information about farming.
Janaksinh Jadeja,5,2021-03-11,Good application & Good approach towards digital Agriculture. Keep it up...
Rutvik Ramani,5,2021-07-17,"It is good app, available in hindi also, and useful too.."
Aniruddh Chauhan,5,2021-08-08,Very good app for farmers. Very detailed information of all crop.
Priyank Sejpal,5,2021-08-06,"Realy very useful app and increases knowledge about horticulture, animal hudbandary and many more subjects related to agriculture.Great app👌👌"
Harshit Chandel,3,2019-08-07,this Application is good but videos stop after 2 minute . internet is very slow in this app. please fix it or do video quality is low
Niru Karsala,5,2021-07-19,This app is really good. Very useful for agriculture students and farmers...
Rameshbhai Pansuriya,5,2020-12-11,"very good and easy to use and best for farmers future, thanks."
Deeparam Mali,5,2021-07-17,Great appreciation.very good and easy to use and best for new generation of farmers
Gunjan Satasiya,5,2019-01-09,Best and useful app in the era of digitalisation in agriculture sector.
parita vaghela,5,2021-07-17,Very nice app..beneficial for us and getting many more information from it..I like it..
Hinesha chaudhari,5,2021-07-16,It's very good app and very useful app for the farmers to know about new modern agricultural technology......
Jeemit Kansagra,5,2021-07-28,Very nice app..beneficial for us and getting many more information from it..I love it..
A Google user,2,2019-01-06,there are lots of ads... its terrible
Suresh Patel,5,2021-07-28,I have tried a lot of app with a similar purpose but this is by far the best. Nice experience.
LABHUBHAI ARVADIYA,5,2021-07-10,"Excellent, Helpful, Best efford for helping farming comunity."
Jay Naghera,5,2021-08-03,It is useful... Good Knowledge source.... Videos are very useful...
Shah Umesh,5,2021-07-19,It's a great app for agri students and professionals too..
Ketan Solanki,4,2021-02-09,This is best app for farmer and students also for getting information and farmer problem solving
Anirudhsinh Jadeja,4,2021-02-01,"Very useful app, but it can be improved.."
Jiten Shukla,5,2020-12-21,"progressive n real useful app ,a transperant approach foe development in agriculture ,👌"
Chauhan Kaushik,5,2022-03-09,amazing app and farmer related any problem solve this app.
Prakash Kamale,4,2022-03-05,Very good and helpful in dealy agry programme
Veljibhai Bhanderi,5,2019-10-02,Fertilizer calculate is new update very useful for all Fertilizer companies... I used it fantastic update of agrimedia app.
Solanki Jayendrasinh,5,2019-05-28,good and informative app for farmer and other who interested to know more
Dhara Kapadia,5,2022-01-20,Excellent application providing all necessary information regarding agriculture n technologies....!!
Rajkumar Kapuriya,5,2021-07-19,This is the best app that I have used great working speed great features
Vivek Prajapati,5,2021-07-16,Very good application for farmers and easy to use
Hrushikesh Vaddoriya,5,2021-07-17,Very informative and fruitfull application.
Milan Bambhroliya,5,2021-07-19,"It's very good application, this application is very useful and informative for them."
Abhishek Goti,5,2021-07-17,This app is very useful for farmers and agri graduates.. Amazing app.
Raj Dhruvrajsinh,5,2021-07-23,It's very nice applications and informative for farming
Harsh Maru,5,2020-12-03,Very informative and useful application..👏
Vishnu kumar Sharma,5,2021-07-17,Very useful app for agriculture purpose and Horticulture aspects.
hinal langadiya,5,2021-07-17,Excellent and very good application and also veru useful
Shubham Patidar,5,2021-07-19,I love this app because they provide all information related to Agricultural sector and usefull for farmer.
Ponkiya Harshil,4,2021-08-03,"It's a good application, overall it's helping to increasing the farmer's production......"
Jadav Kanchan,5,2021-08-02,Informative app and videos are very useful for rural development because I am Panchayat mantri
PVC pipe upvc pipe,5,2019-08-06,very good app .excellent service and help
Dr.Ajit Srivastava,5,2019-10-18,Very informative and easy.
patel priyanka,5,2021-11-18,good information ....very useful to farmers
Thakor Jayendra,5,2021-07-16,Very true and useful and easy application
vivek chhabra,4,2020-09-15,Very nice app and easy to use for farmers ... Should be promoted among farmers community
GAUTAM JODHANI,4,2019-06-24,"i am agriculturist, this app is very useful for farmers (Gujarati language) and also helpful for increasing practical knowledge to agri students..."
Ajay Kumar,3,2021-03-13,"Solid h aapka mamla,,,make this interface very smooth like phonepay"
Kautilya Savaliya 114,5,2020-11-28,Best app for all quick response on your questions
Vipul Vora,5,2020-11-30,Excellent application useful to all farmers.
Dr. SPS Kushwah,5,2019-04-17,"Excellent and very useful application for farmers, agritechnologist, agriculturist and a layman ... thanks"
Ramji Patel,5,2019-04-13,Agrimedia video app. is excellent . too much beneficial to farmers for farming knowledge.
Bk Zezariya,4,2021-08-03,This app is very helpful for agriculture students & farmer...👌👌
Priyal Sachde,5,2021-07-17,Very good app with selling and purchase for agri commodities
Mahavirsinh parmar,5,2019-04-03,nice platform for information about agriculture. thanks
hari vaghasiya,5,2021-07-28,This is vary good app for agriculture commodity ... amizing
Navneet Kumar,5,2020-06-03,Very useful app for agriculture sector
Abhishek Dholariya,5,2020-12-02,"Best app for farmers, students and extension workers..."
Sunny Vakatar ʙʜᴀʀᴡᴀᴅ,5,2019-09-29,Agrimedia is best app for farmer and give very useful information for farming.
Harry Takwana,5,2019-05-21,Nice app thanks to developer.its very good app.once again Thanks to all agrimedia Team...👍
133 Gunvant Vaghela,5,2021-05-25,Very good app for farmers and other buyer of agri. Products
Yash HirparaVEVO,5,2021-07-19,"For agri graduate and for people related to agri sector, it is good app for them."
Paresh Maheta,5,2021-07-23,Best app for agriculture and its information !
Chiragkumar Barot,1,2020-02-29,I can not go further after entering opt number. Doesn't let me register
Surendra Kumar,5,2018-12-04,Very good app videos for agriculture
veerendra pal Singh,3,2018-10-09,Improve your video speeds
Ashish Pandya,5,2018-10-09,Very nice and useful app for farmers
Siya Rajpurohit,5,2021-07-17,A very good app for advanced agriculture !! Must try app .
Krish Dihora,5,2021-07-19,It's an knowledgeable app for agriculture and having amazing erperince.
Nirav Parmar,5,2021-07-19,This App is very useful for farmers and students than agriculture. The best application for agriculture information.👌👌
vishal patel,5,2018-09-12,Best useful app for agricultural student and farmers i give five stars to this app
Nidhi Vasoya,5,2021-07-17,"Excellent and very helpful application for Farmers, students, agritechnologist . This application Provide many information related on plant protection etc,."
Virender Choudhary,5,2021-07-19,Excellent app and I think it will prove to be simple and useful for farmers... Jay javan Jay Kisan
Meet Butani,5,2021-08-09,Such a helpful app for farmers and agriculture students.
Gopani Suhani,5,2021-07-17,Good app with information for agriculture sector 👍👍
Ramesh Ghelani,5,2019-02-09,"Excellent application. Useful for farmers, Traders & manufacturers."
आकाश शर्मा,5,2021-07-17,its a good and pritty use full app for agriculture perpose
Ar Gaurang Rudani,5,2019-06-27,best app for agriculture students
Yash Harsoda,5,2020-05-24,nice app but pla add daily market price yaar bug fix kro
Tejas Borkhatariya,5,2021-08-12,Very informative especially for agriculture students and farmers
Jasubhai Ahir,5,2019-05-04,agrimedia application is very useful for farmers
Patel Dhaval,5,2021-08-12,Excellent app and useful to farmer
Kaushik Senta,5,2021-07-19,It's very good app for agriculture information.
Bansi joshi,5,2021-08-12,Its very help ful....great work..keep it up..
HARISH KUMAWAT,5,2021-09-11,Very very informative app for farmers
Desai Chetan,1,2019-11-21,Buffering buffering plays only a second and buffering buffering
Sujit Moradiya,5,2021-07-19,Great application for agri graduate and farmers as well..
Jaspalsinh Raj,5,2021-07-16,Very useful and easy application
Dhruvi Dobariya,5,2021-07-28,Good application for farmers for crop care and knowledge
hitesh dhaduk,5,2018-12-09,Very nice app for help agro business
vijay chavan,5,2019-09-11,It's very useful app please farmers download it
Mahadev Jat,5,2021-07-17,Very useful for advance informations in agrictural
All Anythings,5,2019-02-23,very very usefull app for marmer.
Mukesh Mali,5,2021-07-14,This is a very good app for a advance agriculture. In this app i like a govt. Scheme.
dhandhaliya prakash,5,2018-11-02,Very useful application for all farmers
sajiv farm,1,2020-10-11,Very worst app .. I try 5 time but not ragistar yet..
Parmar Bhoomi,5,2021-08-02,"This app really nice ,I learned a lot from us . Very helpful ."
Niranjan Prajapati,5,2018-09-24,Very nice app for useful to Farmer..
Gohil Manoj,5,2021-03-05,"Fantastic, Brilliant,, App.... Easy to Use"
Kanji Dabhi,5,2021-08-08,Very helpful app for agricultural.
ar pathak,5,2020-12-01,Excellent information on agri on all disciplines
Becharbhai Vanparia,5,2018-10-08,Wonderful apps for farmers... download without fail.
krushna vankar,5,2021-08-07,Very helpful aap for farmers and students who are studying for agriculture
Dinkar Gamit,5,2021-03-07,Nice app....every farmer must downlod this and take benefits of this useful app
PRAKASHBHAI DADHAIYA,5,2019-06-12,very good app agri media is best app saru margdarasn male se thank you so much
Hemant Singh,5,2020-04-29,Very nice app to help farmer.
Rutvik Gumasana,5,2021-07-19,Nice app to have in mobile. Very useful
Harjeet Raj,5,2021-07-16,Very good and easy apllication
Yogesh Chauhan,5,2020-12-21,Very useful and informative app
RASESH SHAH,5,2021-02-04,Nice information and useful app
Satish Parmar,5,2019-11-08,Excellent service app....
"NAITIK MORAPIYA",5,2021-07-17,Very good app. And easy gain knowledge in this app.
MohmmadAsif Vakaliya,5,2021-08-11,Agrimedia app is better way to provide knowledge about farming scientist to farmer and esay to understand farmer because app is local language
SRUTHI SREEKUMAR,5,2021-07-17,Very helpful and useful app
༆MT᭄ Jᴀᴛɪɴ࿐,1,2021-11-20,Very bad app login problem please don't download this app
Harchanda Ram Meena,4,2021-04-07,Good for Agricultural information and operation
Raj Kumar Arora,5,2021-05-25,Very informative material
Solanki Vaibhav,5,2021-07-17,Nice application specially for agriculture students and farmers ..
Raju Modhvadiya,5,2020-04-11,Nice Application and very use full
